Open,High,Low,Close,Adj Close,Volume
3.222222,3.236111,2.652778,2.958333,2.084149,484822800
2.958333,3.263889,2.916667,3.114583,2.194226,301131000
3.138889,3.152778,2.847222,3.013889,2.123288,356742000
3.027778,3.333333,3.020833,3.25,2.289628,317221200
3.263889,3.6875,3.243056,3.672743,2.587451,594271800
3.673611,3.722222,3.465278,3.5625,2.509785,411663600
3.569444,3.694444,3.305556,3.631944,2.558708,495387000
3.638889,3.930556,3.631944,3.909722,2.754403,281223000
3.916667,4.034722,3.847222,3.847222,2.710371,304405200
3.854167,4.104167,3.763889,3.951389,2.783757,370427400
3.958333,3.989583,3.590278,3.833333,2.700587,441363600
3.833333,3.965278,3.652778,3.725694,2.624755,474247800
3.673611,4.013889,3.388889,3.916667,2.759295,592927200
3.888889,4.361111,3.840278,4.243056,2.989236,423225000
4.194444,4.284722,4.041667,4.243056,2.989236,337231800
4.284722,4.694444,4.263889,4.680556,3.297456,441966600
4.645833,4.965278,4.4375,4.881944,3.439334,564161400
4.861111,4.902778,4.3125,4.444444,3.131116,566636400
4.472222,4.583333,4.194444,4.375,3.082191,349385400
4.423611,4.798611,4.333333,4.555556,3.209393,494388000
4.569444,4.763889,4.256944,4.4375,3.126221,532013400
4.458333,4.486111,3.954861,4.111111,2.896282,607941000
4.097222,4.430556,3.861111,4.256944,2.999022,680081400
